geoid,state_abb,county,tract,geographic_area_name,total,english_only,spanish,french,west_germanic_languages,slavic_languages,indo_european,korean,chinese,vietnamese,tagalog,asian_others,arabic,west_european,east_se_asian,unspecified,state,geography
06001400100,CA,Alameda County,4001,Census Tract 4001; Alameda County; California,1316,917,117,29,25,10,64,13,91,7,0,17,18,54,128,8,California,1400000US06001400100
48251130415,TX,Johnson County,1304.15,Census Tract 1304.15; Johnson County; Texas,1206,936,259,0,11,0,0,0,0,0,0,0,0,11,0,0,Texas,1400000US48251130415
48251130416,TX,Johnson County,1304.16,Census Tract 1304.16; Johnson County; Texas,967,577,384,0,0,0,0,0,0,0,0,6,0,0,6,0,Texas,1400000US48251130416
48251130417,TX,Johnson County,1304.17,Census Tract 1304.17; Johnson County; Texas,1622,1164,422,10,0,0,0,0,0,0,0,0,0,10,0,26,Texas,1400000US48251130417
48251130418,TX,Johnson County,1304.18,Census Tract 1304.18; Johnson County; Texas,869,513,178,0,0,0,68,0,0,41,0,10,0,0,51,59,Texas,1400000US48251130418
48251130419,TX,Johnson County,1304.19,Census Tract 1304.19; Johnson County; Texas,946,723,110,0,0,8,39,0,0,0,0,48,0,0,48,18,Texas,1400000US48251130419
48251130501,TX,Johnson County,1305.01,Census Tract 1305.01; Johnson County; Texas,1490,1462,28,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48251130501
48251130502,TX,Johnson County,1305.02,Census Tract 1305.02; Johnson County; Texas,1393,1201,170,0,0,1,0,21,0,0,0,0,0,0,21,0,Texas,1400000US48251130502
48251130602,TX,Johnson County,1306.02,Census Tract 1306.02; Johnson County; Texas,1168,939,204,0,9,0,6,0,0,10,0,0,0,9,10,0,Texas,1400000US48251130602
48251130603,TX,Johnson County,1306.03,Census Tract 1306.03; Johnson County; Texas,1941,1692,249,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48251130603
48251130604,TX,Johnson County,1306.04,Census Tract 1306.04; Johnson County; Texas,1234,1105,120,0,0,0,0,0,9,0,0,0,0,0,9,0,Texas,1400000US48251130604
48251130700,TX,Johnson County,1307,Census Tract 1307; Johnson County; Texas,1575,1165,375,0,0,0,18,0,0,0,0,17,0,0,17,0,Texas,1400000US48251130700
48251130800,TX,Johnson County,1308,Census Tract 1308; Johnson County; Texas,1317,810,488,0,0,0,10,0,0,0,0,9,0,0,9,0,Texas,1400000US48251130800
48251130900,TX,Johnson County,1309,Census Tract 1309; Johnson County; Texas,996,583,404,0,0,0,0,0,0,0,0,0,0,0,0,9,Texas,1400000US48251130900
48251131000,TX,Johnson County,1310,Census Tract 1310; Johnson County; Texas,1841,1665,172,0,0,0,0,0,4,0,0,0,0,0,4,0,Texas,1400000US48251131000
48251131100,TX,Johnson County,1311,Census Tract 1311; Johnson County; Texas,2227,1609,618,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48251131100
48253020101,TX,Jones County,201.01,Census Tract 201.01; Jones County; Texas,663,625,29,0,9,0,0,0,0,0,0,0,0,9,0,0,Texas,1400000US48253020101
48253020102,TX,Jones County,201.02,Census Tract 201.02; Jones County; Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48253020102
48253020200,TX,Jones County,202,Census Tract 202; Jones County; Texas,906,534,366,0,0,0,0,0,0,6,0,0,0,0,6,0,Texas,1400000US48253020200
48253020300,TX,Jones County,203,Census Tract 203; Jones County; Texas,1077,959,114,0,2,0,0,0,0,0,2,0,0,2,2,0,Texas,1400000US48253020300
48253020400,TX,Jones County,204,Census Tract 204; Jones County; Texas,1403,1007,328,0,30,0,29,0,0,0,0,9,0,30,9,0,Texas,1400000US48253020400
48253020500,TX,Jones County,205,Census Tract 205; Jones County; Texas,1979,1671,302,0,0,0,6,0,0,0,0,0,0,0,0,0,Texas,1400000US48253020500
48255970100,TX,Karnes County,9701,Census Tract 9701; Karnes County; Texas,968,827,59,0,5,51,14,0,0,0,12,0,0,5,12,0,Texas,1400000US48255970100
48255970200,TX,Karnes County,9702,Census Tract 9702; Karnes County; Texas,1303,963,319,0,0,4,17,0,0,0,0,0,0,0,0,0,Texas,1400000US48255970200
48255970301,TX,Karnes County,9703.01,Census Tract 9703.01; Karnes County; Texas,368,177,169,0,22,0,0,0,0,0,0,0,0,22,0,0,Texas,1400000US48255970301
48255970302,TX,Karnes County,9703.02,Census Tract 9703.02; Karnes County; Texas,1277,619,508,0,23,0,0,0,0,127,0,0,0,23,127,0,Texas,1400000US48255970302
48255970400,TX,Karnes County,9704,Census Tract 9704; Karnes County; Texas,727,445,277,5,0,0,0,0,0,0,0,0,0,5,0,0,Texas,1400000US48255970400
48257050204,TX,Kaufman County,502.04,Census Tract 502.04; Kaufman County; Texas,3338,2500,467,0,26,14,0,0,65,0,0,46,0,26,111,220,Texas,1400000US48257050204
48257050207,TX,Kaufman County,502.07,Census Tract 502.07; Kaufman County; Texas,3483,2274,689,35,0,0,35,20,0,0,50,45,79,35,115,256,Texas,1400000US48257050207
48257050208,TX,Kaufman County,502.08,Census Tract 502.08; Kaufman County; Texas,1761,1429,264,57,11,0,0,0,0,0,0,0,0,68,0,0,Texas,1400000US48257050208
48257050209,TX,Kaufman County,502.09,Census Tract 502.09; Kaufman County; Texas,3989,3010,481,0,14,0,17,0,44,54,0,73,45,14,171,251,Texas,1400000US48257050209
48257050210,TX,Kaufman County,502.10,Census Tract 502.10; Kaufman County; Texas,631,525,106,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48257050210
48257050211,TX,Kaufman County,502.11,Census Tract 502.11; Kaufman County; Texas,3424,2118,884,61,0,0,16,0,0,62,0,0,12,61,62,271,Texas,1400000US48257050211
48257050212,TX,Kaufman County,502.12,Census Tract 502.12; Kaufman County; Texas,1523,1328,154,0,3,0,0,0,0,0,14,9,12,3,23,3,Texas,1400000US48257050212
48257050213,TX,Kaufman County,502.13,Census Tract 502.13; Kaufman County; Texas,1952,1683,237,18,0,14,0,0,0,0,0,0,0,18,0,0,Texas,1400000US48257050213
48257050214,TX,Kaufman County,502.14,Census Tract 502.14; Kaufman County; Texas,1078,978,100,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48257050214
48257050215,TX,Kaufman County,502.15,Census Tract 502.15; Kaufman County; Texas,2483,1895,444,18,0,0,11,0,0,61,0,22,0,18,83,32,Texas,1400000US48257050215
48257050300,TX,Kaufman County,503,Census Tract 503; Kaufman County; Texas,1336,862,459,0,15,0,0,0,0,0,0,0,0,15,0,0,Texas,1400000US48257050300
48257050401,TX,Kaufman County,504.01,Census Tract 504.01; Kaufman County; Texas,921,509,412,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48257050401
48257050402,TX,Kaufman County,504.02,Census Tract 504.02; Kaufman County; Texas,1751,1424,290,37,0,0,0,0,0,0,0,0,0,37,0,0,Texas,1400000US48257050402
48257050500,TX,Kaufman County,505,Census Tract 505; Kaufman County; Texas,1890,1352,466,0,0,24,0,0,0,0,0,0,0,0,0,48,Texas,1400000US48257050500
48257050601,TX,Kaufman County,506.01,Census Tract 506.01; Kaufman County; Texas,1196,930,142,39,0,62,4,0,5,0,0,14,0,39,19,0,Texas,1400000US48257050601
48257050602,TX,Kaufman County,506.02,Census Tract 506.02; Kaufman County; Texas,1627,1348,250,0,29,0,0,0,0,0,0,0,0,29,0,0,Texas,1400000US48257050602
48257050701,TX,Kaufman County,507.01,Census Tract 507.01; Kaufman County; Texas,1621,1242,372,0,0,0,0,0,0,7,0,0,0,0,7,0,Texas,1400000US48257050701
48257050703,TX,Kaufman County,507.03,Census Tract 507.03; Kaufman County; Texas,1273,657,601,0,0,15,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48257050703
48257050704,TX,Kaufman County,507.04,Census Tract 507.04; Kaufman County; Texas,2011,1344,650,0,0,0,0,17,0,0,0,0,0,0,17,0,Texas,1400000US48257050704
48257050801,TX,Kaufman County,508.01,Census Tract 508.01; Kaufman County; Texas,1306,973,328,0,0,0,0,0,0,0,0,5,0,0,5,0,Texas,1400000US48257050801
48257050802,TX,Kaufman County,508.02,Census Tract 508.02; Kaufman County; Texas,2493,2084,349,0,0,0,50,7,0,0,3,0,0,0,10,0,Texas,1400000US48257050802
48257051000,TX,Kaufman County,510,Census Tract 510; Kaufman County; Texas,395,272,123,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48257051000
48257051100,TX,Kaufman County,511,Census Tract 511; Kaufman County; Texas,1928,1408,503,0,17,0,0,0,0,0,0,0,0,17,0,0,Texas,1400000US48257051100
48257051201,TX,Kaufman County,512.01,Census Tract 512.01; Kaufman County; Texas,1044,848,190,0,0,0,0,0,6,0,0,0,0,0,6,0,Texas,1400000US48257051201
48257051202,TX,Kaufman County,512.02,Census Tract 512.02; Kaufman County; Texas,1860,1537,312,8,0,0,3,0,0,0,0,0,0,8,0,0,Texas,1400000US48257051202
48257051301,TX,Kaufman County,513.01,Census Tract 513.01; Kaufman County; Texas,2409,2263,146,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48257051301
48257051302,TX,Kaufman County,513.02,Census Tract 513.02; Kaufman County; Texas,980,864,48,0,0,7,0,0,0,0,0,23,0,0,23,38,Texas,1400000US48257051302
48259970101,TX,Kendall County,9701.01,Census Tract 9701.01; Kendall County; Texas,669,511,137,0,15,0,0,0,0,0,0,6,0,15,6,0,Texas,1400000US48259970101
48259970102,TX,Kendall County,9701.02,Census Tract 9701.02; Kendall County; Texas,1870,1678,192,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48259970102
48259970301,TX,Kendall County,9703.01,Census Tract 9703.01; Kendall County; Texas,2255,1785,395,0,28,0,47,0,0,0,0,0,0,28,0,0,Texas,1400000US48259970301
48259970302,TX,Kendall County,9703.02,Census Tract 9703.02; Kendall County; Texas,2043,1739,278,0,0,3,4,0,19,0,0,0,0,0,19,0,Texas,1400000US48259970302
48259970403,TX,Kendall County,9704.03,Census Tract 9704.03; Kendall County; Texas,1947,1883,24,14,26,0,0,0,0,0,0,0,0,40,0,0,Texas,1400000US48259970403
48259970404,TX,Kendall County,9704.04,Census Tract 9704.04; Kendall County; Texas,1668,1482,178,0,0,0,0,0,0,0,0,0,8,0,0,0,Texas,1400000US48259970404
48259970405,TX,Kendall County,9704.05,Census Tract 9704.05; Kendall County; Texas,1103,950,96,0,0,8,0,49,0,0,0,0,0,0,49,0,Texas,1400000US48259970405
48259970406,TX,Kendall County,9704.06,Census Tract 9704.06; Kendall County; Texas,3242,2379,654,0,25,21,34,0,65,0,26,31,7,25,122,0,Texas,1400000US48259970406
48259970500,TX,Kendall County,9705,Census Tract 9705; Kendall County; Texas,2452,2019,380,26,11,0,0,0,0,0,0,16,0,37,16,0,Texas,1400000US48259970500
48261950100,TX,Kenedy County,9501,Census Tract 9501; Kenedy County; Texas,17,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48261950100
48261990000,TX,Kenedy County,9900,Census Tract 9900; Kenedy County; Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48261990000
48263950100,TX,Kent County,9501,Census Tract 9501; Kent County; Texas,274,256,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48263950100
48265960101,TX,Kerr County,9601.01,Census Tract 9601.01; Kerr County; Texas,980,775,192,0,0,0,0,0,0,0,0,13,0,0,13,0,Texas,1400000US48265960101
48265960102,TX,Kerr County,9601.02,Census Tract 9601.02; Kerr County; Texas,1537,1282,236,0,19,0,0,0,0,0,0,0,0,19,0,0,Texas,1400000US48265960102
48265960200,TX,Kerr County,9602,Census Tract 9602; Kerr County; Texas,1562,1333,194,0,20,0,15,0,0,0,0,0,0,20,0,0,Texas,1400000US48265960200
48265960301,TX,Kerr County,9603.01,Census Tract 9603.01; Kerr County; Texas,1599,1477,113,0,6,0,0,0,0,0,3,0,0,6,3,0,Texas,1400000US48265960301
48265960303,TX,Kerr County,9603.03,Census Tract 9603.03; Kerr County; Texas,1738,1381,334,0,0,0,11,0,3,0,0,9,0,0,12,0,Texas,1400000US48265960303
48265960304,TX,Kerr County,9603.04,Census Tract 9603.04; Kerr County; Texas,1672,1499,135,0,9,0,16,0,13,0,0,0,0,9,13,0,Texas,1400000US48265960304
48265960401,TX,Kerr County,9604.01,Census Tract 9604.01; Kerr County; Texas,804,658,121,10,0,0,0,8,0,0,7,0,0,10,15,0,Texas,1400000US48265960401
48265960403,TX,Kerr County,9604.03,Census Tract 9604.03; Kerr County; Texas,1594,1359,220,0,15,0,0,0,0,0,0,0,0,15,0,0,Texas,1400000US48265960403
48265960404,TX,Kerr County,9604.04,Census Tract 9604.04; Kerr County; Texas,1378,1161,95,0,0,0,0,0,18,0,0,16,0,0,34,88,Texas,1400000US48265960404
48265960500,TX,Kerr County,9605,Census Tract 9605; Kerr County; Texas,2263,1976,256,0,31,0,0,0,0,0,0,0,0,31,0,0,Texas,1400000US48265960500
48265960601,TX,Kerr County,9606.01,Census Tract 9606.01; Kerr County; Texas,1881,1645,221,0,0,15,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48265960601
48265960602,TX,Kerr County,9606.02,Census Tract 9606.02; Kerr County; Texas,1019,805,214,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48265960602
48265960700,TX,Kerr County,9607,Census Tract 9607; Kerr County; Texas,2686,2488,169,0,29,0,0,0,0,0,0,0,0,29,0,0,Texas,1400000US48265960700
48265960800,TX,Kerr County,9608,Census Tract 9608; Kerr County; Texas,1554,1153,401,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48265960800
48267950100,TX,Kimble County,9501,Census Tract 9501; Kimble County; Texas,1036,902,109,0,25,0,0,0,0,0,0,0,0,25,0,0,Texas,1400000US48267950100
48267950200,TX,Kimble County,9502,Census Tract 9502; Kimble County; Texas,822,493,315,0,0,0,0,0,0,0,0,0,0,0,0,14,Texas,1400000US48267950200
48269950100,TX,King County,9501,Census Tract 9501; King County; Texas,90,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48269950100
48271950100,TX,Kinney County,9501,Census Tract 9501; Kinney County; Texas,1180,715,465,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48271950100
48273020101,TX,Kleberg County,201.01,Census Tract 201.01; Kleberg County; Texas,1269,720,533,16,0,0,0,0,0,0,0,0,0,16,0,0,Texas,1400000US48273020101
48273020102,TX,Kleberg County,201.02,Census Tract 201.02; Kleberg County; Texas,852,295,547,0,0,0,0,0,0,0,0,10,0,0,10,0,Texas,1400000US48273020102
48273020200,TX,Kleberg County,202,Census Tract 202; Kleberg County; Texas,1798,554,1214,0,0,0,0,0,0,0,30,0,0,0,30,0,Texas,1400000US48273020200
48273020301,TX,Kleberg County,203.01,Census Tract 203.01; Kleberg County; Texas,1162,584,526,0,0,0,52,0,0,0,0,0,0,0,0,0,Texas,1400000US48273020301
48273020302,TX,Kleberg County,203.02,Census Tract 203.02; Kleberg County; Texas,1694,963,719,0,0,0,12,0,0,0,0,0,0,0,0,0,Texas,1400000US48273020302
48273020401,TX,Kleberg County,204.01,Census Tract 204.01; Kleberg County; Texas,1626,851,637,0,34,0,13,0,27,0,0,64,0,34,91,0,Texas,1400000US48273020401
48273020402,TX,Kleberg County,204.02,Census Tract 204.02; Kleberg County; Texas,900,498,376,0,0,0,0,0,0,0,0,0,0,0,0,26,Texas,1400000US48273020402
48273020501,TX,Kleberg County,205.01,Census Tract 205.01; Kleberg County; Texas,1475,1135,323,0,0,0,9,0,8,0,0,0,0,0,8,0,Texas,1400000US48273020501
48273020502,TX,Kleberg County,205.02,Census Tract 205.02; Kleberg County; Texas,1018,538,472,0,0,0,8,0,0,0,0,0,0,0,0,0,Texas,1400000US48273020502
48273990000,TX,Kleberg County,9900,Census Tract 9900; Kleberg County; Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48273990000
48275950100,TX,Knox County,9501,Census Tract 9501; Knox County; Texas,560,434,87,0,0,0,35,0,0,4,0,0,0,0,4,0,Texas,1400000US48275950100
48275950200,TX,Knox County,9502,Census Tract 9502; Knox County; Texas,696,445,251,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48275950200
48277000101,TX,Lamar County,1.01,Census Tract 1.01; Lamar County; Texas,1883,1770,113,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48277000101
48277000102,TX,Lamar County,1.02,Census Tract 1.02; Lamar County; Texas,1840,1371,70,0,350,0,3,0,27,0,0,19,0,350,46,0,Texas,1400000US48277000102
48277000200,TX,Lamar County,2,Census Tract 2; Lamar County; Texas,1401,1198,99,0,49,0,55,0,0,0,0,0,0,49,0,0,Texas,1400000US48277000200
48277000301,TX,Lamar County,3.01,Census Tract 3.01; Lamar County; Texas,1256,1140,116,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48277000301
48277000302,TX,Lamar County,3.02,Census Tract 3.02; Lamar County; Texas,1327,1200,84,0,33,0,0,0,0,0,10,0,0,33,10,0,Texas,1400000US48277000302
48277000401,TX,Lamar County,4.01,Census Tract 4.01; Lamar County; Texas,1757,1627,61,0,14,0,0,0,0,0,0,0,0,14,0,55,Texas,1400000US48277000401
48277000402,TX,Lamar County,4.02,Census Tract 4.02; Lamar County; Texas,2579,2302,80,0,14,23,0,0,0,30,17,63,0,14,110,50,Texas,1400000US48277000402
48277000500,TX,Lamar County,5,Census Tract 5; Lamar County; Texas,1584,1449,135,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48277000500
48277000600,TX,Lamar County,6,Census Tract 6; Lamar County; Texas,912,823,64,0,0,0,0,0,0,0,0,15,0,0,15,10,Texas,1400000US48277000600
48277000700,TX,Lamar County,7,Census Tract 7; Lamar County; Texas,1114,1033,81,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48277000700
48277000800,TX,Lamar County,8,Census Tract 8; Lamar County; Texas,1269,1200,57,0,0,0,0,0,0,0,12,0,0,0,12,0,Texas,1400000US48277000800
48277000900,TX,Lamar County,9,Census Tract 9; Lamar County; Texas,1715,1547,139,0,0,0,29,0,0,0,0,0,0,0,0,0,Texas,1400000US48277000900
48277001000,TX,Lamar County,10,Census Tract 10; Lamar County; Texas,1419,1307,112,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48277001000
48279950100,TX,Lamb County,9501,Census Tract 9501; Lamb County; Texas,790,331,454,0,5,0,0,0,0,0,0,0,0,5,0,0,Texas,1400000US48279950100
48279950200,TX,Lamb County,9502,Census Tract 9502; Lamb County; Texas,534,291,243,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48279950200
48279950300,TX,Lamb County,9503,Census Tract 9503; Lamb County; Texas,814,475,329,0,0,0,10,0,0,0,0,0,0,0,0,0,Texas,1400000US48279950300
48279950500,TX,Lamb County,9505,Census Tract 9505; Lamb County; Texas,1009,387,622,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48279950500
48279950600,TX,Lamb County,9506,Census Tract 9506; Lamb County; Texas,1497,1028,463,0,0,0,0,0,0,6,0,0,0,0,6,0,Texas,1400000US48279950600
48281950100,TX,Lampasas County,9501,Census Tract 9501; Lampasas County; Texas,1049,890,88,4,58,0,0,0,0,0,0,9,0,62,9,0,Texas,1400000US48281950100
48281950302,TX,Lampasas County,9503.02,Census Tract 9503.02; Lampasas County; Texas,1409,1144,245,0,20,0,0,0,0,0,0,0,0,20,0,0,Texas,1400000US48281950302
48281950303,TX,Lampasas County,9503.03,Census Tract 9503.03; Lampasas County; Texas,1550,1125,189,20,68,0,17,56,0,0,0,75,0,88,131,0,Texas,1400000US48281950303
48281950304,TX,Lampasas County,9503.04,Census Tract 9503.04; Lampasas County; Texas,1037,865,99,3,50,0,11,0,0,9,0,0,0,53,9,0,Texas,1400000US48281950304
48281950400,TX,Lampasas County,9504,Census Tract 9504; Lampasas County; Texas,1373,1108,209,0,56,0,0,0,0,0,0,0,0,56,0,0,Texas,1400000US48281950400
48281950500,TX,Lampasas County,9505,Census Tract 9505; Lampasas County; Texas,1729,1430,259,0,28,0,12,0,0,0,0,0,0,28,0,0,Texas,1400000US48281950500
48283950301,TX,La Salle County,9503.01,Census Tract 9503.01; La Salle County; Texas,930,83,847,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48283950301
48283950302,TX,La Salle County,9503.02,Census Tract 9503.02; La Salle County; Texas,753,194,559,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48283950302
48285000100,TX,Lavaca County,1,Census Tract 1; Lavaca County; Texas,1661,1466,158,4,0,30,0,0,0,0,0,3,0,4,3,0,Texas,1400000US48285000100
48285000200,TX,Lavaca County,2,Census Tract 2; Lavaca County; Texas,1367,1195,90,17,0,35,10,0,0,0,20,0,0,17,20,0,Texas,1400000US48285000200
48285000300,TX,Lavaca County,3,Census Tract 3; Lavaca County; Texas,1032,836,126,5,7,43,4,0,0,0,0,0,0,12,0,11,Texas,1400000US48285000300
48285000400,TX,Lavaca County,4,Census Tract 4; Lavaca County; Texas,1473,1281,143,0,7,30,0,0,0,0,0,12,0,7,12,0,Texas,1400000US48285000400
48285000500,TX,Lavaca County,5,Census Tract 5; Lavaca County; Texas,1371,1188,172,0,0,11,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48285000500
48285000600,TX,Lavaca County,6,Census Tract 6; Lavaca County; Texas,1466,1043,416,0,0,7,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48285000600
48287000100,TX,Lee County,1,Census Tract 1; Lee County; Texas,2004,1729,240,0,22,0,13,0,0,0,0,0,0,22,0,0,Texas,1400000US48287000100
48287000200,TX,Lee County,2,Census Tract 2; Lee County; Texas,1020,802,165,7,45,1,0,0,0,0,0,0,0,52,0,0,Texas,1400000US48287000200
48287000300,TX,Lee County,3,Census Tract 3; Lee County; Texas,1216,1023,142,13,38,0,0,0,0,0,0,0,0,51,0,0,Texas,1400000US48287000300
48287000400,TX,Lee County,4,Census Tract 4; Lee County; Texas,2480,1653,762,0,65,0,0,0,0,0,0,0,0,65,0,0,Texas,1400000US48287000400
48289950101,TX,Leon County,9501.01,Census Tract 9501.01; Leon County; Texas,1209,965,244,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48289950101
48289950102,TX,Leon County,9501.02,Census Tract 9501.02; Leon County; Texas,1214,1163,51,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48289950102
48289950201,TX,Leon County,9502.01,Census Tract 9502.01; Leon County; Texas,908,755,88,0,55,0,10,0,0,0,0,0,0,55,0,0,Texas,1400000US48289950201
48289950202,TX,Leon County,9502.02,Census Tract 9502.02; Leon County; Texas,1254,1172,82,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48289950202
48289950301,TX,Leon County,9503.01,Census Tract 9503.01; Leon County; Texas,500,482,15,0,0,0,0,0,3,0,0,0,0,0,3,0,Texas,1400000US48289950301
48289950302,TX,Leon County,9503.02,Census Tract 9503.02; Leon County; Texas,1461,1187,199,0,71,0,0,0,0,0,4,0,0,71,4,0,Texas,1400000US48289950302
48291700100,TX,Liberty County,7001,Census Tract 7001; Liberty County; Texas,1588,996,553,7,0,0,11,0,0,9,0,12,0,7,21,0,Texas,1400000US48291700100
48291700200,TX,Liberty County,7002,Census Tract 7002; Liberty County; Texas,1038,874,160,4,0,0,0,0,0,0,0,0,0,4,0,0,Texas,1400000US48291700200
48291700301,TX,Liberty County,7003.01,Census Tract 7003.01; Liberty County; Texas,1464,715,749,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48291700301
48291700302,TX,Liberty County,7003.02,Census Tract 7003.02; Liberty County; Texas,3724,993,2716,0,0,0,0,0,0,0,0,0,15,0,0,0,Texas,1400000US48291700302
48291700303,TX,Liberty County,7003.03,Census Tract 7003.03; Liberty County; Texas,1084,728,325,0,0,0,0,0,0,0,0,0,0,0,0,31,Texas,1400000US48291700303
48291700400,TX,Liberty County,7004,Census Tract 7004; Liberty County; Texas,2674,2429,178,28,0,0,30,0,0,0,0,9,0,28,9,0,Texas,1400000US48291700400
48291700500,TX,Liberty County,7005,Census Tract 7005; Liberty County; Texas,1004,764,240,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48291700500
48291700600,TX,Liberty County,7006,Census Tract 7006; Liberty County; Texas,1259,1129,123,0,0,0,0,0,7,0,0,0,0,0,7,0,Texas,1400000US48291700600
48291700700,TX,Liberty County,7007,Census Tract 7007; Liberty County; Texas,812,720,92,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48291700700
48291700801,TX,Liberty County,7008.01,Census Tract 7008.01; Liberty County; Texas,1488,1201,213,0,37,0,0,0,0,0,0,0,0,37,0,37,Texas,1400000US48291700801
48291700802,TX,Liberty County,7008.02,Census Tract 7008.02; Liberty County; Texas,2260,1887,306,4,0,0,0,20,0,0,43,0,0,4,63,0,Texas,1400000US48291700802
48291700900,TX,Liberty County,7009,Census Tract 7009; Liberty County; Texas,802,607,195,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48291700900
48291701000,TX,Liberty County,7010,Census Tract 7010; Liberty County; Texas,2210,1440,770,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48291701000
48291701100,TX,Liberty County,7011,Census Tract 7011; Liberty County; Texas,2195,1688,507,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48291701100
48291701200,TX,Liberty County,7012,Census Tract 7012; Liberty County; Texas,2674,2197,414,0,0,0,0,0,0,0,0,63,0,0,63,0,Texas,1400000US48291701200
48291701300,TX,Liberty County,7013,Census Tract 7013; Liberty County; Texas,1257,1233,24,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48291701300
48291701400,TX,Liberty County,7014,Census Tract 7014; Liberty County; Texas,2476,1776,672,2,0,0,0,0,0,0,0,17,0,2,17,9,Texas,1400000US48291701400
48293970100,TX,Limestone County,9701,Census Tract 9701; Limestone County; Texas,754,534,216,0,4,0,0,0,0,0,0,0,0,4,0,0,Texas,1400000US48293970100
48293970200,TX,Limestone County,9702,Census Tract 9702; Limestone County; Texas,1464,1313,149,0,0,0,0,0,0,0,2,0,0,0,2,0,Texas,1400000US48293970200
48293970300,TX,Limestone County,9703,Census Tract 9703; Limestone County; Texas,864,592,272,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,1400000US48293970300
48293970400,TX,Limestone County,9704,Census Tract 9704; Limestone County; Texas,497,273,213,0,0,0,11,0,0,0,0,0,0,0,0,0,Texas,1400000US48293970400
48293970500,TX,Limestone County,9705,Census Tract 9705; Limestone County; Texas,711,424,280,0,0,0,7,0,0,0,0,0,0,0,0,0,Texas,1400000US48293970500
48293970600,TX,Limestone County,9706,Census Tract 9706; Limestone County; Texas,1957,1758,150,24,7,0,18,0,0,0,0,0,0,31,0,0,Texas,1400000US48293970600
48293970700,TX,Limestone County,9707,Census Tract 9707; Limestone County; Texas,650,610,9,0,5,0,0,0,0,26,0,0,0,5,26,0,Texas,1400000US48293970700
48293970800,TX,Limestone County,9708,Census Tract 9708; Limestone County; Texas,1421,1375,8,0,0,0,2,0,0,36,0,0,0,0,36,0,Texas,1400000US48293970800
48295950200,TX,Lipscomb County,9502,Census Tract 9502; Lipscomb County; Texas,673,418,245,0,0,0,0,0,0,0,0,0,0,0,0,10,Texas,1400000US48295950200
48295950300,TX,Lipscomb County,9503,Census Tract 9503; Lipscomb County; Texas,428,395,28,0,2,3,0,0,0,0,0,0,0,2,0,0,Texas,1400000US48295950300
